1	0,0000154091
2	0,0000749166
4	0,0000349897
8	0,0000169118
9	0,0000184253
11	0,0000475061
14	0,0000332117
15	0,0000351889
18	0,0000369574
29	0,0000209964
34	0,0000245613
37	0,0000216848
39	0,0000251938
40	0,0000328348
41	0,0000236389
45	0,0000159634
49	0,0000239451
55	0,0000236147
56	0,0000360547
58	0,0000210639
59	0,0000177925
69	0,0000179927
78	0,0000289225
82	0,0000159764
90	0,0000292061
100	0,0000255092
102	0,0000333077
103	0,0000148166
105	0,0000274217
108	0,0000347091
135	0,0000237879
139	0,0000450299
143	0,0000304252
199	0,0000203809
207	0,0000288640
379	0,0000276298
382	0,0000325825
384	0,0000302889
385	0,0000172672
390	0,0000133684
403	0,0000677401
404	0,0000620224
405	0,0000322868
406	0,0000392942
410	0,0000156655
411	0,0000235819
412	0,0000327023
413	0,0000261093
415	0,0000995524
416	0,0000402886
418	0,0000680453
419	0,0000312842
420	0,0000518554
422	0,0000918995
423	0,0000154275
424	0,0001543442
425	0,0000553614
426	0,0001214017
427	0,0002014626
428	0,0000320220
429	0,0000965464
430	0,0002075765
431	0,0001170019
432	0,0000972289
433	0,0000415822
434	0,0000679781
435	0,0000557554
436	0,0001406326
437	0,0000639886
438	0,0000161714
439	0,0000142834
440	0,0002011410
441	0,0001590899
442	0,0001756475
443	0,0001002097
444	0,0000887968
445	0,0000611836
446	0,0001046414
447	0,0000879657
448	0,0000862500
449	0,0001355782
450	0,0001069605
451	0,0001589646
452	0,0000634426
453	0,0001933310
454	0,0005204577
455	0,0001292772
456	0,0002252350
457	0,0002606798
458	0,0002432292
459	0,0003269748
460	0,0001634036
461	0,0003699704
462	0,0002098503
463	0,0002369413
464	0,0004390428
465	0,0002354467
466	0,0005171976
467	0,0001820715
468	0,0003906222
469	0,0004335261
470	0,0001752192
471	0,0003442578
472	0,0002548308
473	0,0005477794
474	0,0002464361
475	0,0004776517
476	0,0004636770
477	0,0005956178
478	0,0004154755
479	0,0004287077
480	0,0007482533
481	0,0004196894
482	0,0003739903
483	0,0004079298
484	0,0004979997
485	0,0002322076
486	0,0004048038
487	0,0001770987
488	0,0008138929
489	0,0002292020
490	0,0002905460
491	0,0005971209
492	0,0003307236
493	0,0005601400
494	0,0005656713
495	0,0003429545
496	0,0002783868
497	0,0008969572
498	0,0006994138
499	0,0004198302
500	0,0006443904
501	0,0006102375
502	0,0010947538
503	0,0005457416
504	0,0007657560
505	0,0005522401
506	0,0006795628
507	0,0007054353
508	0,0009792943
509	0,0004538630
510	0,0006629966
511	0,0009528726
512	0,0011641297
513	0,0010554282
514	0,0009282964
515	0,0011697366
516	0,0014455007
517	0,0009408956
518	0,0011645480
519	0,0007218099
520	0,0008489845
521	0,0005804772
522	0,0006068400
523	0,0006384491
524	0,0013224814
525	0,0012380463
526	0,0005658922
527	0,0005937040
528	0,0008347477
529	0,0009786617
530	0,0010178680
531	0,0013343099
532	0,0006499792
533	0,0015380594
534	0,0005511883
535	0,0011576949
536	0,0006251979
537	0,0008768369
538	0,0018096787
539	0,0011641443
540	0,0006611509
541	0,0009140415
542	0,0013563875
543	0,0017057600
544	0,0009094152
545	0,0007228653
546	0,0017680567
547	0,0019183519
548	0,0006900999
549	0,0009011183
550	0,0014705805
551	0,0012761705
552	0,0017097814
553	0,0019077383
554	0,0012783716
555	0,0019547271
556	0,0017374523
557	0,0008304589
558	0,0024288558
559	0,0020516838
560	0,0013128512
561	0,0010576478
562	0,0014842796
563	0,0011378559
564	0,0015313979
565	0,0011291301
566	0,0015864629
567	0,0014675545
568	0,0016861509
569	0,0014094850
570	0,0011731402
571	0,0008920069
572	0,0013440282
573	0,0019176343
574	0,0016847763
575	0,0008733288
576	0,0012363087
577	0,0022725118
578	0,0017356871
579	0,0015204188
580	0,0011263141
581	0,0013534478
582	0,0012364606
583	0,0010105199
584	0,0016174014
585	0,0018155444
586	0,0010605414
587	0,0011087996
588	0,0018672002
589	0,0019801232
590	0,0006787626
591	0,0012448818
592	0,0013994094
593	0,0013329249
594	0,0020622172
595	0,0024084223
596	0,0013924362
597	0,0014506608
598	0,0020465547
599	0,0014374707
600	0,0023001559
601	0,0013159727
602	0,0019018723
603	0,0018541840
604	0,0007884189
605	0,0010419227
606	0,0008676062
607	0,0016531244
608	0,0018867944
609	0,0012339333
610	0,0007466608
611	0,0011764410
612	0,0011515774
613	0,0019857169
614	0,0008252097
615	0,0008919432
616	0,0008687272
617	0,0021158873
618	0,0011171324
619	0,0021027377
620	0,0017548782
621	0,0006937763
622	0,0023618328
623	0,0021876190
624	0,0023753237
625	0,0009401983
626	0,0006432274
627	0,0019443762
628	0,0014244477
629	0,0024730370
630	0,0025227655
631	0,0014771270
632	0,0013658569
633	0,0009847361
634	0,0020138892
635	0,0013964806
636	0,0011157679
637	0,0014889163
638	0,0017572519
639	0,0017034817
640	0,0008414398
641	0,0013237492
642	0,0021032926
643	0,0022502643
644	0,0009233332
645	0,0020431132
646	0,0012522131
647	0,0030506108
648	0,0017787086
649	0,0014638331
650	0,0014042475
651	0,0015579667
652	0,0017297943
653	0,0014969565
654	0,0016598565
655	0,0008058545
656	0,0006778814
657	0,0008576096
658	0,0014274560
659	0,0017600631
660	0,0009080216
661	0,0008685641
662	0,0016514533
663	0,0012735795
664	0,0011020128
665	0,0015562806
666	0,0009204852
667	0,0008538413
668	0,0018696527
669	0,0023497813
670	0,0012832840
671	0,0007722262
672	0,0010317770
673	0,0014230240
674	0,0015040943
675	0,0010604292
676	0,0013590737
677	0,0012608761
678	0,0013622473
679	0,0015801759
680	0,0011336605
681	0,0028686086
682	0,0019709627
683	0,0014262321
684	0,0013709286
685	0,0010603736
686	0,0009987210
687	0,0017668592
688	0,0015041031
689	0,0018106602
690	0,0016495688
691	0,0011202321
692	0,0014061750
693	0,0018395267
694	0,0008289499
695	0,0022333357
696	0,0020348943
697	0,0020404818
698	0,0020045662
699	0,0009649304
700	0,0010667936
701	0,0016583185
702	0,0020950057
703	0,0007575920
704	0,0021930053
705	0,0013021895
706	0,0011365764
707	0,0017882692
708	0,0020165996
709	0,0009038823
710	0,0025024190
711	0,0011533458
712	0,0011102487
713	0,0022994770
714	0,0014181417
715	0,0010726670
716	0,0012027306
717	0,0017426880
718	0,0016571252
719	0,0009600307
720	0,0020193246
721	0,0022983704
722	0,0014302801
723	0,0009917479
724	0,0020403320
725	0,0014602223
726	0,0021384387
727	0,0020243686
728	0,0009480172
729	0,0019946409
730	0,0020076627
731	0,0008998008
732	0,0017604732
733	0,0012724479
734	0,0016594417
735	0,0019443724
736	0,0025238036
737	0,0022910465
738	0,0025319344
739	0,0015135231
740	0,0015783064
741	0,0013986644
742	0,0024249658
743	0,0010677373
744	0,0022573835
745	0,0021181709
746	0,0021280050
747	0,0021116921
748	0,0008406050
749	0,0020856053
750	0,0013004040
751	0,0014218585
752	0,0020020678
753	0,0019802405
754	0,0015797399
755	0,0011013071
756	0,0014538966
757	0,0011213589
758	0,0023795197
759	0,0012281966
760	0,0024168449
761	0,0012678450
762	0,0024802643
763	0,0022634890
764	0,0010643915
765	0,0027265405
766	0,0010595149
767	0,0017120501
768	0,0015608171
769	0,0010488646
770	0,0009803953
771	0,0016569641
772	0,0006068662
773	0,0011220620
774	0,0019733132
775	0,0020098721
776	0,0018966279
777	0,0014944091
778	0,0022300344
779	0,0017116611
780	0,0011120141
781	0,0019092364
782	0,0009450644
783	0,0018861448
784	0,0009647130
785	0,0024125902
786	0,0015780460
787	0,0015810691
788	0,0019652849
789	0,0013568703
790	0,0015716792
791	0,0007344529
792	0,0017566612
793	0,0014770981
794	0,0015701458
795	0,0012658193
796	0,0020141438
797	0,0015866799
798	0,0021761484
799	0,0010814393
800	0,0028082155
801	0,0014937359
802	0,0011564013
803	0,0022374487
804	0,0020859547
805	0,0012255153
806	0,0019501969
807	0,0011242253
808	0,0011595711
809	0,0007739496
810	0,0013741974
811	0,0015721556
812	0,0010690977
813	0,0006760468
814	0,0020145786
